,Q7,Q8,Q9,Q10,Q11,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12F_alt,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13G_alt,Q14,Q14_alt,Q15,Q15_alt,Q16A,Q16B,Q16C,Q16D,Q16E,Q16F,Q16G,Q16G_alt,Q43,Q44A,Q44B,Q44C,Q44D,Q45A,Q45B,Q45C,Q45D,Q45E,Q45F,Q45G,Q45H,Q45I,Q45J,Q45K,Q45L,Q45M,Q45N,Q45O,Q45P,Q45Q,Q45R,Q45S,Q45T,Q45U,Q45V,Q45W,Q45X,Q45X_alt,Q46,Q46_alt,Q47,Q48,Q49,Q50,Q51,Q51_alt,Q52,Q53,Q53_alt
62, ,12 weken of meer getraind,2 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,true,true,false,true,true,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,true,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,Fitbit, ,Vrouw,26,174,66,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
63, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false, ,Garmin Connect, ,Vrouw,42,160,54,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
64, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),Meer dan 5 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,true,Elke dag,Ik begin meestal met hardlopen vanuit mijn huis., ,"Anders, namelijk…",Wisselend probeer mijn omgeving wat tewusselen. Soms bij mijn werk of vanuit familue ofals ik ergens moet zijn probeer ik daar ook te lopen,false,false,false,false,false,false,true,Meestal alleen soms met een vriendin,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false, ,Strava, ,Vrouw,38,176,72,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
65, ,12 weken of meer getraind,2 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,false,false,false, ,false,true,false,false,false,false,false, ,"Anders, namelijk ...",nabij de voetbalclub van mijn zoon in ander dorp,Ik reis vaak meer dan 5 km van waar ik woon, ,false,false,false,false,false,true,false, ,"Nee, ik ken geen sport-apps en gebruik ze niet", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Man,50,198,98,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
66, ,Niet of nauwelijks getraind,1 tot 3 keer per maand,0-1 maand,Ik zou zowel vaker als meer kilometers willen hardlopen,true,false,false,false,false,true,"Wil in sportschool spieren bouwen, hardlopen breekt dat af",false,false,true,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Man,30,196,89,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
67, ,12 weken of meer getraind,3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Man,33,180,93,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
68, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,6 maanden - 1 jaar,Ik zou vaker willen hardlopen,false,true,false,false,true,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false, ,Nike+ Run Club, ,Vrouw,23,173,63,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
69, ,1-5 weken getraind,2 keer per week,3-6 maanden,Ik zou zowel vaker als meer kilometers willen hardlopen,true,true,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Ik ren altijd binnen 5 km van waar ik woon, ,false,false,false,true,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false, ,TomTom Sports, ,Man,30,185,75,Middelbaar beroepsonderwijs (MBO), ,"Ja, mijn email adres is ...",Nee, 
70, ,12 weken of meer getraind,2 keer per week,6 maanden - 1 jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,true,false,false,false,false, ,Ik begin meestal met hardlopen bij mijn hardloopvereniging., ,Ik ren altijd binnen 5 km van waar ik woon, ,false,false,true,false,false,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false, ,Strava, ,Vrouw,48,168,60,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false, ,Strava, ,Man,44,180,72,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
74, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,true,false,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false, ,Strava, ,Man,27,186,82,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,"Ja, namelijk ...",Regel volgend jaar bescherming tegen kou en regen.
75, ,1-5 weken getraind,1 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,false,true,false,true,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false, ,Samsung Health, ,Vrouw,25,181,73,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
77, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,true,false,false,false,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false, ,Strava, ,Man,29,177,81,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
78, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik zou vaker willen hardlopen,false,true,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen bij mijn hardloopvereniging., ,Ik reis vaak meer dan 5 km van waar ik woon, ,true,false,false,false,false,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false, ,Strava, ,Vrouw,32,175,75,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
79, ,12 weken of meer getraind,1 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,true,false,false,false, ,Ik begin meestal met hardlopen vanuit of dichtbij het huis van mijn trainingspartner., ,"Niet, ik loop thuis de deur uit", ,true,false,false,false,false,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Man,60,185,88,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
80, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),Meer dan 5 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,true,false,false,false,false,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false, ,Strava, ,Man,34,172,70,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
81, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,false,true,false,false,false,true,Beoefen ook andere sporten,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Nee, ik weet van het bestaan van sport-apps, maar ik gebruik er geen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Man,33,198,93,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
82, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen bij mijn hardloopvereniging., ,"Anders, namelijk…",Fiets naar de training,false,false,false,false,true,false,false, ,"Nee, ik maak geen gebruik van een sport-app, maar ik heb in het verleden wel een sport-app gebruikt", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Vrouw,59,173,55,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...","Ja, namelijk ...",Inspelen op het weer door plastic jasjes en tasjes uit te delen. Alles is drijfnat geworden. Na de finish ver lopen naar je tas en je koelt enorm af!
83, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,true,false,false,false,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false, ,Garmin Connect, ,Vrouw,23,172,58,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...","Ja, namelijk ...","Deze editie was het koud en nat tijdens de Dam tot Damloop, waardoor je na het finishen heel snel afkoelde terwijl je naar je warme kleding liep (overigens daar ook nog ruim 15 minuten moeten wachten omdat de tassen nog niet waren uitgeladen). Hierdoor flink afgekoeld na de start, dus mogelijk hadden er toch wat 'reddingsdekens' uitgedeeld moeten worden. Verder weer net zo gezellig en goed geregeld als de jaren ervoor!"
84, ,12 weken of meer getraind,2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Vrouw,41,167,56,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
85, ,6-11 weken getraind,2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit of dichtbij het huis van mijn trainingspartner., ,"Anders, namelijk…",verschilt per keer,false,false,false,true,false,false,false, ,"Nee, ik weet van het bestaan van sport-apps, maar ik gebruik er geen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Vrouw,29,172,62,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
86, ,6-11 weken getraind,3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Vrouw,24,184,73,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
87, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,true,true,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit of dichtbij het huis van mijn trainingspartner., ,Ik ren altijd binnen 5 km van waar ik woon, ,true,false,false,true,false,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false, ,Garmin Connect, ,Man,46,178,76,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
